feature,hits,stability_pct,group
z_vl_dist_load_rms,14,100.0,EMG/kin
z_vl_prox_load_mdf,14,100.0,EMG/kin
z_vl_prox_rest_p_low,14,100.0,EMG/kin
z_vl_prox_rest_mnf,14,100.0,EMG/kin
z_vl_prox_rest_mdf,14,100.0,EMG/kin
z_vl_prox_rest_wl,14,100.0,EMG/kin
z_vl_prox_rest_mav,14,100.0,EMG/kin
z_vl_prox_rest_rms,14,100.0,EMG/kin
z_vl_prox_load_wavelet_entropy,14,100.0,EMG/kin
z_vl_prox_load_e_d5,14,100.0,EMG/kin
z_vl_prox_load_e_d4,14,100.0,EMG/kin
z_vl_prox_load_e_d3,14,100.0,EMG/kin
z_vl_prox_load_e_d2,14,100.0,EMG/kin
z_vl_prox_load_ratio_mid_high,14,100.0,EMG/kin
z_vl_prox_load_p_high,14,100.0,EMG/kin
z_vl_dist_load_mav,14,100.0,EMG/kin
z_vl_prox_load_p_low,14,100.0,EMG/kin
z_vl_prox_rest_p_mid,14,100.0,EMG/kin
z_vl_prox_rest_p_high,14,100.0,EMG/kin
z_vl_prox_rest_e_d2,14,100.0,EMG/kin
z_cadence_cv,14,100.0,EMG/kin
z_load_sampen_30s,14,100.0,EMG/kin
z_rest_trend_cv_ratio_30s,14,100.0,EMG/kin
z_load_trend_cv_ratio_30s,14,100.0,EMG/kin
z_load_duration_cv,14,100.0,EMG/kin
z_rest_duration_ms,14,100.0,EMG/kin
z_load_duration_ms,14,100.0,EMG/kin
z_cadence_mean_rpm,14,100.0,EMG/kin
z_vl_prox_rest_e_d3,14,100.0,EMG/kin
z_vl_prox_rest_rms_cv,14,100.0,EMG/kin
z_vl_prox_load_rms_cv,14,100.0,EMG/kin
z_vl_dist_rest_rms_cv,14,100.0,EMG/kin
z_vl_dist_load_rms_cv,14,100.0,EMG/kin
z_vl_prox_rest_ratio_low_high,14,100.0,EMG/kin
z_vl_prox_rest_e_d4,14,100.0,EMG/kin
z_vl_prox_load_mnf,14,100.0,EMG/kin
z_vl_prox_load_p_mid,14,100.0,EMG/kin
z_vl_prox_load_zcr,14,100.0,EMG/kin
z_vl_dist_load_ratio_mid_high,14,100.0,EMG/kin
z_vl_dist_rest_wl,14,100.0,EMG/kin
z_vl_prox_load_wl,14,100.0,EMG/kin
z_vl_dist_load_ratio_low_high,14,100.0,EMG/kin
z_vl_dist_load_wavelet_entropy,14,100.0,EMG/kin
z_vl_dist_load_e_d5,14,100.0,EMG/kin
z_vl_dist_load_e_d2,14,100.0,EMG/kin
z_vl_dist_load_p_high,14,100.0,EMG/kin
z_vl_dist_rest_mdf,14,100.0,EMG/kin
z_vl_dist_load_p_mid,14,100.0,EMG/kin
z_vl_dist_load_p_low,14,100.0,EMG/kin
z_vl_dist_load_mnf,14,100.0,EMG/kin
z_vl_dist_load_mdf,14,100.0,EMG/kin
z_vl_dist_load_zcr,14,100.0,EMG/kin
z_vl_dist_load_wl,14,100.0,EMG/kin
z_vl_dist_rest_zcr,14,100.0,EMG/kin
z_vl_dist_rest_mav,14,100.0,EMG/kin
z_vl_dist_rest_e_d3,14,100.0,EMG/kin
z_vl_prox_load_mav,14,100.0,EMG/kin
z_vl_prox_load_rms,14,100.0,EMG/kin
z_vl_dist_rest_ratio_low_high,14,100.0,EMG/kin
z_vl_dist_rest_p_mid,14,100.0,EMG/kin
z_vl_dist_rest_wavelet_entropy,14,100.0,EMG/kin
z_vl_dist_rest_p_high,14,100.0,EMG/kin
z_vl_dist_rest_ratio_mid_high,14,100.0,EMG/kin
z_vl_dist_rest_e_d5,14,100.0,EMG/kin
z_vl_dist_rest_p_low,14,100.0,EMG/kin
z_vl_dist_rest_e_d4,14,100.0,EMG/kin
z_vl_dist_rest_mnf,13,92.9,EMG/kin
z_rest_duration_cv,13,92.9,EMG/kin
z_load_rest_ratio,13,92.9,EMG/kin
z_rest_sampen_30s,13,92.9,EMG/kin
z_vl_dist_rest_e_d2,13,92.9,EMG/kin
z_vl_dist_load_e_d3,13,92.9,EMG/kin
z_vl_prox_rest_wavelet_entropy,13,92.9,EMG/kin
z_vl_prox_rest_e_d5,13,92.9,EMG/kin
z_vl_prox_rest_zcr,13,92.9,EMG/kin
z_vl_prox_rest_ratio_mid_high,13,92.9,EMG/kin
z_vl_dist_load_e_d4,12,85.7,EMG/kin
z_vl_prox_load_ratio_low_high,12,85.7,EMG/kin
z_vl_dist_rest_rms,10,71.4,EMG/kin
