variant,feature_set,target,subject_id,mae_min,r2
with_abs,EMG,lt1,S001,1.6958,0.872
with_abs,EMG,lt1,S002,6.0907,-2.219
with_abs,EMG,lt1,S003,6.5964,-0.008
with_abs,EMG,lt1,S004,10.4523,-21.418
with_abs,EMG,lt1,S005,6.4769,-0.22
with_abs,EMG,lt1,S006,3.0848,-0.099
with_abs,EMG,lt1,S007,4.2821,0.144
with_abs,EMG,lt1,S008,2.1057,0.524
with_abs,EMG,lt1,S009,15.0931,-3.373
with_abs,EMG,lt1,S010,6.1172,0.22
with_abs,EMG,lt1,S011,1.7965,0.734
with_abs,EMG,lt1,S012,4.1668,-0.943
with_abs,EMG,lt1,S013,7.6875,-0.949
with_abs,EMG,lt1,S014,5.5081,-0.421
with_abs,EMG,lt1,S016,1.1405,0.9
with_abs,EMG,lt1,S017,2.6315,0.658
with_abs,EMG,lt1,S018,2.3621,0.6
with_abs,EMG,lt1,S019,5.4241,0.418
with_abs,NIRS,lt1,S001,5.3093,-0.233
with_abs,NIRS,lt1,S002,4.9632,-1.139
with_abs,NIRS,lt1,S003,12.4766,-1.746
with_abs,NIRS,lt1,S004,1.5014,0.781
with_abs,NIRS,lt1,S005,1.7711,0.881
with_abs,NIRS,lt1,S006,2.1203,0.493
with_abs,NIRS,lt1,S007,2.8939,0.523
with_abs,NIRS,lt1,S008,2.0126,0.566
with_abs,NIRS,lt1,S009,5.6477,0.328
with_abs,NIRS,lt1,S010,3.7223,0.669
with_abs,NIRS,lt1,S011,2.4882,0.568
with_abs,NIRS,lt1,S012,11.0738,-7.32
with_abs,NIRS,lt1,S013,3.3495,0.592
with_abs,NIRS,lt1,S014,3.6789,0.356
with_abs,NIRS,lt1,S016,7.578,-2.774
with_abs,NIRS,lt1,S017,4.3189,0.038
with_abs,NIRS,lt1,S018,3.8788,0.177
with_abs,NIRS,lt1,S019,5.8647,0.192
with_abs,EMG+NIRS,lt1,S001,4.45,0.305
with_abs,EMG+NIRS,lt1,S002,7.0404,-3.115
with_abs,EMG+NIRS,lt1,S003,10.7187,-3.895
with_abs,EMG+NIRS,lt1,S004,6.342,-9.241
with_abs,EMG+NIRS,lt1,S005,4.6306,0.289
with_abs,EMG+NIRS,lt1,S006,1.8769,0.597
with_abs,EMG+NIRS,lt1,S007,3.7397,0.356
with_abs,EMG+NIRS,lt1,S008,0.9627,0.892
with_abs,EMG+NIRS,lt1,S009,12.0496,-1.695
with_abs,EMG+NIRS,lt1,S010,3.0995,0.724
with_abs,EMG+NIRS,lt1,S011,1.4657,0.805
with_abs,EMG+NIRS,lt1,S012,8.7917,-5.863
with_abs,EMG+NIRS,lt1,S013,7.7623,-1.797
with_abs,EMG+NIRS,lt1,S014,3.2612,0.562
with_abs,EMG+NIRS,lt1,S016,3.1765,0.327
with_abs,EMG+NIRS,lt1,S017,6.1378,-0.622
with_abs,EMG+NIRS,lt1,S018,3.9986,0.247
with_abs,EMG+NIRS,lt1,S019,7.1974,0.092
with_abs,EMG+NIRS+HRV,lt1,S001,3.8446,0.524
with_abs,EMG+NIRS+HRV,lt1,S002,5.3971,-1.356
with_abs,EMG+NIRS+HRV,lt1,S003,10.6987,-1.536
with_abs,EMG+NIRS+HRV,lt1,S004,3.8214,-5.471
with_abs,EMG+NIRS+HRV,lt1,S005,1.3288,0.934
with_abs,EMG+NIRS+HRV,lt1,S006,0.778,0.922
with_abs,EMG+NIRS+HRV,lt1,S007,2.0821,0.769
with_abs,EMG+NIRS+HRV,lt1,S008,0.897,0.884
with_abs,EMG+NIRS+HRV,lt1,S009,10.6279,-0.624
with_abs,EMG+NIRS+HRV,lt1,S010,4.1207,0.61
with_abs,EMG+NIRS+HRV,lt1,S011,0.8048,0.949
with_abs,EMG+NIRS+HRV,lt1,S012,4.7672,-0.603
with_abs,EMG+NIRS+HRV,lt1,S013,4.7836,0.086
with_abs,EMG+NIRS+HRV,lt1,S014,2.3442,0.774
with_abs,EMG+NIRS+HRV,lt1,S016,3.4157,0.29
with_abs,EMG+NIRS+HRV,lt1,S017,7.019,-0.84
